Tournament Name,Stage Name,date,time,team1,team2,team1_score,team2_score,result,Home Team Win,Away Team Win,Draw,tournament_year,match_id,team1_elo_start,team2_elo_start,team1_elo_end,team2_elo_end
2010 FIFA World Cup,group stage,2010-06-16,16:00,Spain,Switzerland,0,1,away team win,0,1,0,2010,724,1630.24,1453.47,1599.39,1484.32
2010 FIFA World Cup,group stage,2010-06-16,13:30,Honduras,Chile,0,1,away team win,0,1,0,2010,725,1478.52,1523.95,1460.25,1542.22
2010 FIFA World Cup,group stage,2010-06-17,13:30,Argentina,South Korea,4,1,home team win,1,0,0,2010,726,1857.48,1571.04,1864.9,1563.62
2010 FIFA World Cup,group stage,2010-06-17,16:00,Greece,Nigeria,2,1,home team win,1,0,0,2010,727,1432.31,1508.18,1457.82,1482.67
2010 FIFA World Cup,group stage,2010-06-17,20:30,France,Mexico,0,2,away team win,0,1,0,2010,728,2040.03,1502.61,1997.94,1544.7
2010 FIFA World Cup,group stage,2010-06-18,13:30,Germany,Serbia,0,1,away team win,0,1,0,2010,729,1982.31,1481.0,1942.53,1520.78
2010 FIFA World Cup,group stage,2010-06-18,16:00,Slovenia,United States,2,2,draw,0,0,1,2010,730,1468.39,1438.08,1466.65,1439.82
2010 FIFA World Cup,group stage,2010-06-18,20:30,England,Algeria,0,0,draw,0,0,1,2010,731,1715.67,1489.45,1704.22,1500.9
2010 FIFA World Cup,group stage,2010-06-19,13:30,Netherlands,Japan,1,0,home team win,1,0,0,2010,732,1685.99,1488.86,1696.21,1478.64
2010 FIFA World Cup,group stage,2010-06-19,16:00,Ghana,Australia,1,1,draw,0,0,1,2010,733,1552.27,1492.04,1548.84,1495.47
2010 FIFA World Cup,group stage,2010-06-19,20:30,Cameroon,Denmark,1,2,away team win,0,1,0,2010,734,1517.59,1603.61,1501.69,1619.51
2010 FIFA World Cup,group stage,2010-06-20,13:30,Slovakia,Paraguay,0,2,away team win,0,1,0,2010,735,1497.59,1537.19,1478.09,1556.69
2010 FIFA World Cup,group stage,2010-06-20,16:00,Italy,New Zealand,1,1,draw,0,0,1,2010,736,2330.55,1460.32,2310.82,1480.05
2010 FIFA World Cup,group stage,2010-06-20,20:30,Brazil,Ivory Coast,3,1,home team win,1,0,0,2010,737,2359.79,1515.27,2360.13,1514.93
2010 FIFA World Cup,group stage,2010-06-21,16:00,Chile,Switzerland,1,0,home team win,1,0,0,2010,738,1542.22,1484.32,1559.75,1466.79
2010 FIFA World Cup,group stage,2010-06-21,20:30,Spain,Honduras,2,0,home team win,1,0,0,2010,739,1599.39,1460.25,1613.02,1446.62
2010 FIFA World Cup,group stage,2010-06-21,13:30,Portugal,North Korea,7,0,home team win,1,0,0,2010,740,1671.16,1484.3,1684.89,1470.57
2010 FIFA World Cup,group stage,2010-06-22,16:00,France,South Africa,1,2,away team win,0,1,0,2010,741,1997.94,1481.26,1957.98,1521.22
2010 FIFA World Cup,group stage,2010-06-22,16:00,Mexico,Uruguay,0,1,away team win,0,1,0,2010,742,1544.7,1594.41,1526.68,1612.43
2010 FIFA World Cup,group stage,2010-06-22,20:30,Greece,Argentina,0,2,away team win,0,1,0,2010,743,1457.82,1864.9,1453.97,1868.75
2010 FIFA World Cup,group stage,2010-06-22,20:30,Nigeria,South Korea,2,2,draw,0,0,1,2010,744,1482.67,1563.62,1487.25,1559.04
2010 FIFA World Cup,group stage,2010-06-23,16:00,Slovenia,England,0,1,away team win,0,1,0,2010,745,1466.65,1704.22,1458.12,1712.75
2010 FIFA World Cup,group stage,2010-06-23,16:00,United States,Algeria,1,0,home team win,1,0,0,2010,746,1439.82,1500.9,1464.47,1476.25
2010 FIFA World Cup,group stage,2010-06-23,20:30,Australia,Serbia,2,1,home team win,1,0,0,2010,747,1495.47,1520.78,1518.0,1498.25
2010 FIFA World Cup,group stage,2010-06-23,20:30,Ghana,Germany,0,1,away team win,0,1,0,2010,748,1548.84,1942.53,1544.89,1946.48
2010 FIFA World Cup,group stage,2010-06-24,16:00,Paraguay,New Zealand,0,0,draw,0,0,1,2010,749,1556.69,1480.05,1552.35,1484.39
2010 FIFA World Cup,group stage,2010-06-24,16:00,Slovakia,Italy,3,2,home team win,1,0,0,2010,750,1478.09,2310.82,1519.74,2269.17
2010 FIFA World Cup,group stage,2010-06-24,20:30,Cameroon,Netherlands,1,2,away team win,0,1,0,2010,751,1501.69,1696.21,1491.36,1706.54
2010 FIFA World Cup,group stage,2010-06-24,20:30,Denmark,Japan,1,3,away team win,0,1,0,2010,752,1619.51,1478.64,1589.05,1509.1
2010 FIFA World Cup,group stage,2010-06-25,20:30,Switzerland,Honduras,0,0,draw,0,0,1,2010,753,1466.79,1446.62,1465.63,1447.78
2010 FIFA World Cup,group stage,2010-06-25,20:30,Chile,Spain,1,2,away team win,0,1,0,2010,754,1559.75,1613.02,1541.94,1630.83
2010 FIFA World Cup,group stage,2010-06-25,16:00,North Korea,Ivory Coast,0,3,away team win,0,1,0,2010,755,1470.57,1514.93,1450.49,1535.01
2010 FIFA World Cup,group stage,2010-06-25,16:00,Portugal,Brazil,0,0,draw,0,0,1,2010,756,1684.89,2360.13,1704.09,2340.93
2010 FIFA World Cup,round of 16,2010-06-26,16:00,Uruguay,South Korea,2,1,home team win,1,0,0,2010,757,1612.43,1559.04,1638.7,1532.77
2010 FIFA World Cup,round of 16,2010-06-26,20:30,United States,Ghana,1,2,away team win,0,1,0,2010,758,1464.47,1544.89,1440.52,1568.84
2010 FIFA World Cup,round of 16,2010-06-27,16:00,Germany,England,4,1,home team win,1,0,0,2010,759,1946.48,1712.75,1960.12,1699.11
2010 FIFA World Cup,round of 16,2010-06-27,20:30,Argentina,Mexico,3,1,home team win,1,0,0,2010,760,1868.75,1526.68,1876.59,1518.84
2010 FIFA World Cup,round of 16,2010-06-28,16:00,Netherlands,Slovakia,2,1,home team win,1,0,0,2010,761,1706.54,1519.74,1722.31,1503.97
2010 FIFA World Cup,round of 16,2010-06-28,20:30,Brazil,Chile,3,0,home team win,1,0,0,2010,762,2340.93,1541.94,2341.59,1541.28
2010 FIFA World Cup,round of 16,2010-06-29,16:00,Paraguay,Japan,0,0,home team win,1,0,0,2010,763,1552.35,1509.1,1578.63,1482.82
2010 FIFA World Cup,round of 16,2010-06-29,20:30,Spain,Portugal,1,0,home team win,1,0,0,2010,764,1630.83,1704.09,1668.27,1666.65
2010 FIFA World Cup,quarter-finals,2010-07-02,20:30,Uruguay,Ghana,1,1,home team win,1,0,0,2010,765,1638.7,1568.84,1674.77,1532.77
2010 FIFA World Cup,quarter-finals,2010-07-02,16:00,Netherlands,Brazil,2,1,home team win,1,0,0,2010,766,1722.31,2341.59,1811.78,2252.12
2010 FIFA World Cup,quarter-finals,2010-07-03,20:30,Paraguay,Spain,0,1,away team win,0,1,0,2010,767,1578.63,1668.27,1544.24,1702.66
2010 FIFA World Cup,quarter-finals,2010-07-03,16:00,Argentina,Germany,0,4,away team win,0,1,0,2010,768,1876.59,1960.12,1839.15,1997.56
2010 FIFA World Cup,semi-finals,2010-07-06,20:30,Uruguay,Netherlands,2,3,away team win,0,1,0,2010,769,1674.77,1811.78,1631.96,1854.59
2010 FIFA World Cup,semi-finals,2010-07-07,20:30,Germany,Spain,0,1,away team win,0,1,0,2010,770,1997.56,1702.66,1881.77,1818.45
2010 FIFA World Cup,third-place match,2010-07-10,20:30,Uruguay,Germany,2,3,away team win,0,1,0,2010,771,1631.96,1881.77,1623.9,1889.83
2010 FIFA World Cup,final,2010-07-11,20:30,Netherlands,Spain,0,1,away team win,0,1,0,2010,772,1854.59,1818.45,1760.87,2137.17
2014 FIFA World Cup,group stage,2014-06-12,17:00,Brazil,Croatia,3,1,home team win,1,0,0,2014,773,2252.12,1608.29,2253.18,1607.23
2014 FIFA World Cup,group stage,2014-06-13,18:00,Chile,Australia,3,1,home team win,1,0,0,2014,774,1541.28,1518.0,1561.81,1497.47
2014 FIFA World Cup,group stage,2014-06-13,13:00,Mexico,Cameroon,1,0,home team win,1,0,0,2014,775,1518.84,1491.36,1538.18,1472.02
2014 FIFA World Cup,group stage,2014-06-13,16:00,Spain,Netherlands,1,5,away team win,0,1,0,2014,776,2137.17,1760.87,2094.11,1803.93
2014 FIFA World Cup,group stage,2014-06-14,18:00,England,Italy,1,2,away team win,0,1,0,2014,777,1699.11,2269.17,1697.59,2270.69
2014 FIFA World Cup,group stage,2014-06-14,22:00,Ivory Coast,Japan,2,1,home team win,1,0,0,2014,778,1535.01,1482.82,1552.88,1464.95
2014 FIFA World Cup,group stage,2014-06-14,13:00,Colombia,Greece,3,0,home team win,1,0,0,2014,779,1446.02,1453.97,1469.55,1430.44
2014 FIFA World Cup,group stage,2014-06-14,16:00,Uruguay,Costa Rica,1,3,away team win,0,1,0,2014,780,1623.9,1493.07,1593.99,1522.98
2014 FIFA World Cup,group stage,2014-06-15,16:00,France,Honduras,3,0,home team win,1,0,0,2014,781,1957.98,1447.78,1960.3,1445.46
2014 FIFA World Cup,group stage,2014-06-15,19:00,Argentina,Bosnia and Herzegovina,2,1,home team win,1,0,0,2014,782,1839.15,1500.0,1844.37,1494.78
2014 FIFA World Cup,group stage,2014-06-15,13:00,Switzerland,Ecuador,2,1,home team win,1,0,0,2014,783,1465.63,1542.59,1491.21,1517.01
2014 FIFA World Cup,group stage,2014-06-16,13:00,Germany,Portugal,4,0,home team win,1,0,0,2014,784,1889.83,1666.65,1900.23,1656.25
2014 FIFA World Cup,group stage,2014-06-16,16:00,Iran,Nigeria,0,0,draw,0,0,1,2014,785,1433.62,1487.25,1436.68,1484.19
2014 FIFA World Cup,group stage,2014-06-16,19:00,Ghana,United States,1,2,away team win,0,1,0,2014,786,1532.77,1440.52,1506.32,1466.97
2014 FIFA World Cup,group stage,2014-06-17,13:00,Belgium,Algeria,2,1,home team win,1,0,0,2014,787,1546.14,1476.25,1562.97,1459.42
2014 FIFA World Cup,group stage,2014-06-17,16:00,Brazil,Mexico,0,0,draw,0,0,1,2014,788,2253.18,1538.18,2233.82,1557.54
2014 FIFA World Cup,group stage,2014-06-17,18:00,Russia,South Korea,1,1,draw,0,0,1,2014,789,1485.76,1532.77,1488.45,1530.08
2014 FIFA World Cup,group stage,2014-06-18,13:00,Australia,Netherlands,2,3,away team win,0,1,0,2014,790,1497.47,1803.93,1491.33,1810.07
2014 FIFA World Cup,group stage,2014-06-18,16:00,Spain,Chile,0,2,away team win,0,1,0,2014,791,2094.11,1561.81,2052.07,1603.85
2014 FIFA World Cup,group stage,2014-06-18,18:00,Cameroon,Croatia,0,4,away team win,0,1,0,2014,792,1472.02,1607.23,1456.92,1622.33
2014 FIFA World Cup,group stage,2014-06-19,19:00,Japan,Greece,0,0,draw,0,0,1,2014,793,1464.95,1430.44,1462.97,1432.42
2014 FIFA World Cup,group stage,2014-06-19,13:00,Colombia,Ivory Coast,2,1,home team win,1,0,0,2014,794,1469.55,1552.88,1495.49,1526.94
2014 FIFA World Cup,group stage,2014-06-19,16:00,Uruguay,England,2,1,home team win,1,0,0,2014,795,1593.99,1697.59,1621.07,1670.51
2014 FIFA World Cup,group stage,2014-06-20,19:00,Honduras,Ecuador,1,2,away team win,0,1,0,2014,796,1445.46,1517.01,1428.72,1533.75
2014 FIFA World Cup,group stage,2014-06-20,13:00,Italy,Costa Rica,0,1,away team win,0,1,0,2014,797,2270.69,1522.98,2229.25,1564.42
2014 FIFA World Cup,group stage,2014-06-20,16:00,Switzerland,France,2,5,away team win,0,1,0,2014,798,1491.21,1960.3,1488.31,1963.2
2014 FIFA World Cup,group stage,2014-06-21,13:00,Argentina,Iran,1,0,home team win,1,0,0,2014,799,1844.37,1436.68,1848.04,1433.01
2014 FIFA World Cup,group stage,2014-06-21,16:00,Germany,Ghana,2,2,draw,0,0,1,2014,800,1900.23,1506.32,1883.98,1522.57
2014 FIFA World Cup,group stage,2014-06-21,18:00,Nigeria,Bosnia and Herzegovina,1,0,home team win,1,0,0,2014,801,1484.19,1494.78,1505.83,1473.14
2014 FIFA World Cup,group stage,2014-06-22,13:00,Belgium,Russia,1,0,home team win,1,0,0,2014,802,1562.97,1488.45,1579.53,1471.89
2014 FIFA World Cup,group stage,2014-06-22,16:00,South Korea,Algeria,2,4,away team win,0,1,0,2014,803,1530.08,1459.42,1503.67,1485.83
2014 FIFA World Cup,group stage,2014-06-22,18:00,United States,Portugal,2,2,draw,0,0,1,2014,804,1466.97,1656.25,1476.9,1646.32
2014 FIFA World Cup,group stage,2014-06-23,17:00,Cameroon,Brazil,1,4,away team win,0,1,0,2014,805,1456.92,2233.82,1456.4,2234.34
2014 FIFA World Cup,group stage,2014-06-23,13:00,Australia,Spain,0,3,away team win,0,1,0,2014,806,1491.33,2052.07,1489.58,2053.82
2014 FIFA World Cup,group stage,2014-06-23,13:00,Netherlands,Chile,2,0,home team win,1,0,0,2014,807,1810.07,1603.85,1820.36,1593.56
2014 FIFA World Cup,group stage,2014-06-23,17:00,Croatia,Mexico,1,3,away team win,0,1,0,2014,808,1622.33,1557.54,1596.27,1583.6
2014 FIFA World Cup,group stage,2014-06-24,17:00,Greece,Ivory Coast,2,1,home team win,1,0,0,2014,809,1432.42,1526.94,1459.0,1500.36
2014 FIFA World Cup,group stage,2014-06-24,16:00,Japan,Colombia,1,4,away team win,0,1,0,2014,810,1462.97,1495.49,1442.12,1516.34
2014 FIFA World Cup,group stage,2014-06-24,13:00,Italy,Uruguay,0,1,away team win,0,1,0,2014,811,2229.25,1621.07,2188.48,1661.84
2014 FIFA World Cup,group stage,2014-06-24,13:00,Costa Rica,England,0,0,draw,0,0,1,2014,812,1564.42,1670.51,1570.34,1664.59
2014 FIFA World Cup,group stage,2014-06-25,13:00,Bosnia and Herzegovina,Iran,3,1,home team win,1,0,0,2014,813,1473.14,1433.01,1492.61,1413.54
2014 FIFA World Cup,group stage,2014-06-25,13:00,Nigeria,Argentina,2,3,away team win,0,1,0,2014,814,1505.83,1848.04,1500.69,1853.18
2014 FIFA World Cup,group stage,2014-06-25,16:00,Honduras,Switzerland,0,3,away team win,0,1,0,2014,815,1428.72,1488.31,1409.63,1507.4
2014 FIFA World Cup,group stage,2014-06-25,17:00,Ecuador,France,0,0,draw,0,0,1,2014,816,1533.75,1963.2,1550.64,1946.31
2014 FIFA World Cup,group stage,2014-06-26,13:00,Portugal,Ghana,2,1,home team win,1,0,0,2014,817,1646.32,1522.57,1660.14,1508.75
2014 FIFA World Cup,group stage,2014-06-26,13:00,United States,Germany,0,1,away team win,0,1,0,2014,818,1476.9,1883.98,1473.22,1887.66
2014 FIFA World Cup,group stage,2014-06-26,17:00,Algeria,Russia,1,1,draw,0,0,1,2014,819,1485.83,1471.89,1485.03,1472.69
2014 FIFA World Cup,group stage,2014-06-26,17:00,South Korea,Belgium,0,1,away team win,0,1,0,2014,820,1503.67,1579.53,1487.18,1596.02
2014 FIFA World Cup,round of 16,2014-06-28,13:00,Brazil,Chile,1,1,home team win,1,0,0,2014,821,2234.34,1593.56,2235.8,1592.1
2014 FIFA World Cup,round of 16,2014-06-28,17:00,Colombia,Uruguay,2,0,home team win,1,0,0,2014,822,1516.34,1661.84,1561.01,1617.17
2014 FIFA World Cup,round of 16,2014-06-29,13:00,Netherlands,Mexico,2,1,home team win,1,0,0,2014,823,1820.36,1583.6,1832.99,1570.97
2014 FIFA World Cup,round of 16,2014-06-29,17:00,Costa Rica,Greece,1,1,home team win,1,0,0,2014,824,1570.34,1459.0,1591.04,1438.3
2014 FIFA World Cup,round of 16,2014-06-30,17:00,Germany,Algeria,2,1,home team win,1,0,0,2014,825,1887.66,1485.03,1893.22,1479.47
2014 FIFA World Cup,round of 16,2014-06-30,13:00,France,Nigeria,2,0,home team win,1,0,0,2014,826,1946.31,1500.69,1950.88,1496.12
2014 FIFA World Cup,round of 16,2014-07-01,13:00,Argentina,Switzerland,1,0,home team win,1,0,0,2014,827,1853.18,1507.4,1860.63,1499.95
2014 FIFA World Cup,round of 16,2014-07-01,17:00,Belgium,United States,2,1,home team win,1,0,0,2014,828,1596.02,1473.22,1616.5,1452.74
2014 FIFA World Cup,quarter-finals,2014-07-04,13:00,France,Germany,0,1,away team win,0,1,0,2014,829,1950.88,1893.22,1897.32,1946.78
2014 FIFA World Cup,quarter-finals,2014-07-04,17:00,Brazil,Colombia,2,1,home team win,1,0,0,2014,830,2235.8,1561.01,2237.65,1559.16
2014 FIFA World Cup,quarter-finals,2014-07-05,13:00,Argentina,Belgium,1,0,home team win,1,0,0,2014,831,1860.63,1616.5,1878.75,1598.38
2014 FIFA World Cup,quarter-finals,2014-07-05,17:00,Netherlands,Costa Rica,0,0,home team win,1,0,0,2014,832,1832.99,1591.04,1850.9,1573.13
2014 FIFA World Cup,semi-finals,2014-07-08,17:00,Brazil,Germany,1,7,away team win,0,1,0,2014,833,2237.65,1946.78,2113.85,2070.58
2014 FIFA World Cup,semi-finals,2014-07-09,17:00,Netherlands,Argentina,0,0,away team win,0,1,0,2014,834,1850.9,1878.75,1788.8,1940.85
2014 FIFA World Cup,third-place match,2014-07-12,17:00,Brazil,Netherlands,0,3,away team win,0,1,0,2014,835,2113.85,1788.8,2073.99,1828.66
2014 FIFA World Cup,final,2014-07-13,16:00,Germany,Argentina,1,0,home team win,1,0,0,2014,836,2070.58,1940.85,2318.89,1917.54
2018 FIFA World Cup,group stage,2018-06-14,18:00,Russia,Saudi Arabia,5,0,home team win,1,0,0,2018,837,1472.69,1407.31,1493.04,1386.96
2018 FIFA World Cup,group stage,2018-06-15,18:00,Morocco,Iran,0,1,away team win,0,1,0,2018,838,1480.28,1413.54,1455.29,1438.53
2018 FIFA World Cup,group stage,2018-06-15,21:00,Portugal,Spain,3,3,draw,0,0,1,2018,839,1660.14,2053.82,1676.38,2037.58
2018 FIFA World Cup,group stage,2018-06-15,17:00,Egypt,Uruguay,0,1,away team win,0,1,0,2018,840,1470.45,1617.17,1457.83,1629.79
2018 FIFA World Cup,group stage,2018-06-16,19:00,Peru,Denmark,0,1,away team win,0,1,0,2018,841,1501.17,1589.05,1485.37,1604.85
2018 FIFA World Cup,group stage,2018-06-16,21:00,Croatia,Nigeria,2,0,home team win,1,0,0,2018,842,1596.27,1496.12,1612.1,1480.29
2018 FIFA World Cup,group stage,2018-06-16,13:00,France,Australia,2,1,home team win,1,0,0,2018,843,1897.32,1489.58,1900.99,1485.91
2018 FIFA World Cup,group stage,2018-06-16,16:00,Argentina,Iceland,1,1,draw,0,0,1,2018,844,1917.54,1500.0,1900.86,1516.68
2018 FIFA World Cup,group stage,2018-06-17,16:00,Costa Rica,Serbia,0,1,away team win,0,1,0,2018,845,1573.13,1498.25,1547.67,1523.71
2018 FIFA World Cup,group stage,2018-06-17,18:00,Germany,Mexico,0,1,away team win,0,1,0,2018,846,2318.89,1570.97,2277.45,1612.41
2018 FIFA World Cup,group stage,2018-06-17,21:00,Brazil,Switzerland,1,1,draw,0,0,1,2018,847,2073.99,1499.95,2055.41,1518.53
2018 FIFA World Cup,group stage,2018-06-18,15:00,Sweden,South Korea,1,0,home team win,1,0,0,2018,848,1645.39,1487.18,1657.44,1475.13
2018 FIFA World Cup,group stage,2018-06-18,18:00,Belgium,Panama,3,0,home team win,1,0,0,2018,849,1598.38,1500.0,1615.04,1483.34
2018 FIFA World Cup,group stage,2018-06-18,21:00,Tunisia,England,1,2,away team win,0,1,0,2018,850,1422.64,1664.59,1414.28,1672.95
2018 FIFA World Cup,group stage,2018-06-19,15:00,Colombia,Japan,1,2,away team win,0,1,0,2018,851,1559.16,1442.12,1531.34,1469.94
2018 FIFA World Cup,group stage,2018-06-19,18:00,Poland,Senegal,1,2,away team win,0,1,0,2018,852,1588.1,1535.36,1563.94,1559.52
2018 FIFA World Cup,group stage,2018-06-19,21:00,Russia,Egypt,3,1,home team win,1,0,0,2018,853,1493.04,1457.83,1512.82,1438.05
2018 FIFA World Cup,group stage,2018-06-20,15:00,Portugal,Morocco,1,0,home team win,1,0,0,2018,854,1676.38,1455.29,1685.57,1446.1
2018 FIFA World Cup,group stage,2018-06-20,18:00,Uruguay,Saudi Arabia,1,0,home team win,1,0,0,2018,855,1629.79,1386.96,1638.11,1378.64
2018 FIFA World Cup,group stage,2018-06-20,21:00,Iran,Spain,0,1,away team win,0,1,0,2018,856,1438.53,2037.58,1437.24,2038.87
2018 FIFA World Cup,group stage,2018-06-21,21:00,Argentina,Croatia,0,3,away team win,0,1,0,2018,857,1900.86,1612.1,1862.2,1650.76
2018 FIFA World Cup,group stage,2018-06-21,16:00,Denmark,Australia,1,1,draw,0,0,1,2018,858,1604.85,1485.91,1598.26,1492.5
2018 FIFA World Cup,group stage,2018-06-21,20:00,France,Peru,1,0,home team win,1,0,0,2018,859,1900.99,1485.37,1904.51,1481.85
2018 FIFA World Cup,group stage,2018-06-22,15:00,Brazil,Costa Rica,2,0,home team win,1,0,0,2018,860,2055.41,1547.67,2057.66,1545.42
2018 FIFA World Cup,group stage,2018-06-22,18:00,Nigeria,Iceland,2,0,home team win,1,0,0,2018,861,1480.29,1516.68,1504.59,1492.38
2018 FIFA World Cup,group stage,2018-06-22,20:00,Serbia,Switzerland,1,2,away team win,0,1,0,2018,862,1523.71,1518.53,1502.4,1539.84
2018 FIFA World Cup,group stage,2018-06-23,15:00,Belgium,Tunisia,5,2,home team win,1,0,0,2018,863,1615.04,1414.28,1626.05,1403.27
2018 FIFA World Cup,group stage,2018-06-23,18:00,South Korea,Mexico,1,2,away team win,0,1,0,2018,864,1475.13,1612.41,1462.02,1625.52
2018 FIFA World Cup,group stage,2018-06-23,21:00,Germany,Sweden,2,1,home team win,1,0,0,2018,865,2277.45,1657.44,2278.6,1656.29
2018 FIFA World Cup,group stage,2018-06-24,21:00,Poland,Colombia,0,3,away team win,0,1,0,2018,866,1563.94,1531.34,1538.79,1556.49
2018 FIFA World Cup,group stage,2018-06-24,15:00,England,Panama,6,1,home team win,1,0,0,2018,867,1672.95,1483.34,1685.52,1470.77
2018 FIFA World Cup,group stage,2018-06-24,20:00,Japan,Senegal,2,2,draw,0,0,1,2018,868,1469.94,1559.52,1474.99,1554.47
2018 FIFA World Cup,group stage,2018-06-25,20:00,Spain,Morocco,2,2,draw,0,0,1,2018,869,2038.87,1446.1,2020.15,1464.82
2018 FIFA World Cup,group stage,2018-06-25,21:00,Iran,Portugal,1,1,draw,0,0,1,2018,870,1437.24,1685.57,1449.51,1673.3
2018 FIFA World Cup,group stage,2018-06-25,17:00,Saudi Arabia,Egypt,2,1,home team win,1,0,0,2018,871,1378.64,1438.05,1403.2,1413.49
2018 FIFA World Cup,group stage,2018-06-25,18:00,Uruguay,Russia,3,0,home team win,1,0,0,2018,872,1638.11,1512.82,1653.16,1497.77
2018 FIFA World Cup,group stage,2018-06-26,21:00,Nigeria,Argentina,1,2,away team win,0,1,0,2018,873,1504.59,1862.2,1499.84,1866.95
2018 FIFA World Cup,group stage,2018-06-26,21:00,Iceland,Croatia,1,2,away team win,0,1,0,2018,874,1492.38,1650.76,1480.34,1662.8
2018 FIFA World Cup,group stage,2018-06-26,17:00,Australia,Peru,0,2,away team win,0,1,0,2018,875,1492.5,1481.85,1469.83,1504.52
2018 FIFA World Cup,group stage,2018-06-26,17:00,Denmark,France,0,0,draw,0,0,1,2018,876,1598.26,1904.51,1612.4,1890.37
2018 FIFA World Cup,group stage,2018-06-27,17:00,South Korea,Germany,2,0,home team win,1,0,0,2018,877,1462.02,2278.6,1505.62,2235.0
2018 FIFA World Cup,group stage,2018-06-27,19:00,Mexico,Sweden,0,3,away team win,0,1,0,2018,878,1625.52,1656.29,1604.55,1677.26
2018 FIFA World Cup,group stage,2018-06-27,21:00,Serbia,Brazil,0,2,away team win,0,1,0,2018,879,1502.4,2057.66,1500.67,2059.39
2018 FIFA World Cup,group stage,2018-06-27,21:00,Switzerland,Costa Rica,2,2,draw,0,0,1,2018,880,1539.84,1545.42,1540.16,1545.1
2018 FIFA World Cup,group stage,2018-06-28,17:00,Japan,Poland,0,1,away team win,0,1,0,2018,881,1474.99,1538.79,1457.8,1555.98
2018 FIFA World Cup,group stage,2018-06-28,18:00,Senegal,Colombia,0,1,away team win,0,1,0,2018,882,1554.47,1556.49,1533.59,1577.37
2018 FIFA World Cup,group stage,2018-06-28,20:00,England,Belgium,0,1,away team win,0,1,0,2018,883,1685.52,1626.05,1660.96,1650.61
2018 FIFA World Cup,group stage,2018-06-28,21:00,Panama,Tunisia,1,2,away team win,0,1,0,2018,884,1470.77,1403.27,1445.74,1428.3
2018 FIFA World Cup,round of 16,2018-06-30,21:00,Uruguay,Portugal,2,1,home team win,1,0,0,2018,885,1653.16,1673.3,1685.95,1640.51
2018 FIFA World Cup,round of 16,2018-06-30,17:00,France,Argentina,4,3,home team win,1,0,0,2018,886,1890.37,1866.95,1919.28,1838.04
2018 FIFA World Cup,round of 16,2018-07-01,17:00,Spain,Russia,1,1,away team win,0,1,0,2018,887,2020.15,1497.77,1962.98,1554.94
2018 FIFA World Cup,round of 16,2018-07-01,21:00,Croatia,Denmark,1,1,home team win,1,0,0,2018,888,1662.8,1612.4,1688.48,1586.72
2018 FIFA World Cup,round of 16,2018-07-02,21:00,Belgium,Japan,3,2,home team win,1,0,0,2018,889,1650.61,1457.8,1665.98,1442.43
2018 FIFA World Cup,round of 16,2018-07-02,18:00,Brazil,Mexico,2,0,home team win,1,0,0,2018,890,2059.39,1604.55,2063.74,1600.2
2018 FIFA World Cup,round of 16,2018-07-03,17:00,Sweden,Switzerland,1,0,home team win,1,0,0,2018,891,1677.26,1540.16,1696.62,1520.8
2018 FIFA World Cup,round of 16,2018-07-03,21:00,Colombia,England,1,1,away team win,0,1,0,2018,892,1577.37,1660.96,1554.45,1683.88
2018 FIFA World Cup,quarter-finals,2018-07-06,17:00,Uruguay,France,0,2,away team win,0,1,0,2018,893,1685.95,1919.28,1666.49,1938.74
2018 FIFA World Cup,quarter-finals,2018-07-06,21:00,Brazil,Belgium,1,2,away team win,0,1,0,2018,894,2063.74,1665.98,1980.2,1749.52
2018 FIFA World Cup,quarter-finals,2018-07-07,18:00,Sweden,England,0,2,away team win,0,1,0,2018,895,1696.62,1683.88,1647.9,1732.6
2018 FIFA World Cup,quarter-finals,2018-07-07,21:00,Russia,Croatia,2,2,away team win,0,1,0,2018,896,1554.94,1688.48,1526.43,1716.99
2018 FIFA World Cup,semi-finals,2018-07-10,21:00,France,Belgium,1,0,home team win,1,0,0,2018,897,1938.74,1749.52,1973.23,1715.03
2018 FIFA World Cup,semi-finals,2018-07-11,21:00,Croatia,England,2,1,home team win,1,0,0,2018,898,1716.99,1732.6,1788.57,1661.02
2018 FIFA World Cup,third-place match,2018-07-14,17:00,Belgium,England,2,0,home team win,1,0,0,2018,899,1715.03,1661.02,1733.64,1642.41
2018 FIFA World Cup,final,2018-07-15,18:00,France,Croatia,4,2,home team win,1,0,0,2018,900,1973.23,1788.57,2202.24,1784.56
2022 FIFA World Cup,group stage,2022-11-20,19:00,Qatar,Ecuador,0,2,away team win,0,1,0,2022,901,1500.0,1550.64,1481.18,1569.46
2022 FIFA World Cup,group stage,2022-11-21,22:00,United States,Wales,1,1,draw,0,0,1,2022,902,1452.74,1499.61,1455.42,1496.93
2022 FIFA World Cup,group stage,2022-11-21,16:00,England,Iran,6,2,home team win,1,0,0,2022,903,1642.41,1449.51,1654.3,1437.62
2022 FIFA World Cup,group stage,2022-11-21,19:00,Senegal,Netherlands,0,2,away team win,0,1,0,2022,904,1533.59,1828.66,1526.79,1835.46
2022 FIFA World Cup,group stage,2022-11-22,13:00,Argentina,Saudi Arabia,1,2,away team win,0,1,0,2022,905,1838.04,1403.2,1799.22,1442.02
2022 FIFA World Cup,group stage,2022-11-22,16:00,Denmark,Tunisia,0,0,draw,0,0,1,2022,906,1586.72,1428.3,1578.18,1436.84
