Tournament Name,Stage Name,date,time,team1,team2,team1_score,team2_score,result,Home Team Win,Away Team Win,Draw,tournament_year,match_id,team1_elo_start,team2_elo_start,team1_elo_end,team2_elo_end
1986 FIFA World Cup,group stage,1986-05-31,12:00,Bulgaria,Italy,1,1,draw,0,0,1,1986,361,1414.06,2228.75,1433.7,2209.11
1986 FIFA World Cup,group stage,1986-06-01,16:00,Canada,France,0,1,away team win,0,1,0,1986,362,1500.0,1540.65,1481.45,1559.2
1986 FIFA World Cup,group stage,1986-06-01,12:00,Spain,Brazil,0,1,away team win,0,1,0,1986,363,1529.69,2174.4,1528.69,2175.4
1986 FIFA World Cup,group stage,1986-06-02,12:00,Argentina,South Korea,3,1,home team win,1,0,0,1986,364,1868.31,1456.73,1872.07,1452.97
1986 FIFA World Cup,group stage,1986-06-02,12:00,Soviet Union,Hungary,6,0,home team win,1,0,0,1986,365,1587.92,1519.13,1608.84,1498.21
1986 FIFA World Cup,group stage,1986-06-02,16:00,Morocco,Poland,0,0,draw,0,0,1,1986,366,1462.56,1660.29,1472.85,1650.0
1986 FIFA World Cup,group stage,1986-06-03,12:00,Belgium,Mexico,1,2,away team win,0,1,0,1986,367,1433.65,1403.99,1410.86,1426.78
1986 FIFA World Cup,group stage,1986-06-03,12:00,Algeria,Northern Ireland,1,1,draw,0,0,1,1986,368,1540.81,1492.54,1538.05,1495.3
1986 FIFA World Cup,group stage,1986-06-03,16:00,Portugal,England,1,0,home team win,1,0,0,1986,369,1573.64,1942.65,1611.16,1905.13
1986 FIFA World Cup,group stage,1986-06-04,12:00,Paraguay,Iraq,1,0,home team win,1,0,0,1986,370,1494.01,1500.0,1515.37,1478.64
1986 FIFA World Cup,group stage,1986-06-04,12:00,Uruguay,Germany,1,1,draw,0,0,1,1986,371,1608.45,1845.53,1620.31,1833.67
1986 FIFA World Cup,group stage,1986-06-04,16:00,Scotland,Denmark,0,1,away team win,0,1,0,1986,372,1518.75,1500.0,1496.62,1522.13
1986 FIFA World Cup,group stage,1986-06-05,12:00,Italy,Argentina,1,1,draw,0,0,1,1986,373,2209.11,1872.07,2194.14,1887.04
1986 FIFA World Cup,group stage,1986-06-05,12:00,France,Soviet Union,1,1,draw,0,0,1,1986,374,1559.2,1608.84,1562.04,1606.0
1986 FIFA World Cup,group stage,1986-06-05,16:00,South Korea,Bulgaria,1,1,draw,0,0,1,1986,375,1452.97,1433.7,1451.86,1434.81
1986 FIFA World Cup,group stage,1986-06-06,16:00,England,Morocco,0,0,draw,0,0,1,1986,376,1905.13,1472.85,1888.2,1489.78
1986 FIFA World Cup,group stage,1986-06-06,12:00,Hungary,Canada,2,0,home team win,1,0,0,1986,377,1498.21,1481.45,1519.15,1460.51
1986 FIFA World Cup,group stage,1986-06-06,12:00,Brazil,Algeria,1,0,home team win,1,0,0,1986,378,2175.4,1538.05,2176.44,1537.01
1986 FIFA World Cup,group stage,1986-06-07,12:00,Mexico,Paraguay,1,1,draw,0,0,1,1986,379,1426.78,1515.37,1431.77,1510.38
1986 FIFA World Cup,group stage,1986-06-07,12:00,Northern Ireland,Spain,1,2,away team win,0,1,0,1986,380,1495.3,1528.69,1476.31,1547.68
1986 FIFA World Cup,group stage,1986-06-07,16:00,Poland,Portugal,1,0,home team win,1,0,0,1986,381,1650.0,1611.16,1668.66,1592.5
1986 FIFA World Cup,group stage,1986-06-08,12:00,Iraq,Belgium,1,2,away team win,0,1,0,1986,382,1478.64,1410.86,1453.59,1435.91
1986 FIFA World Cup,group stage,1986-06-08,12:00,Germany,Scotland,2,1,home team win,1,0,0,1986,383,1833.67,1496.62,1838.95,1491.34
1986 FIFA World Cup,group stage,1986-06-08,16:00,Denmark,Uruguay,6,1,home team win,1,0,0,1986,384,1522.13,1620.31,1554.01,1588.43
1986 FIFA World Cup,group stage,1986-06-09,12:00,Hungary,France,0,3,away team win,0,1,0,1986,385,1519.15,1562.04,1498.97,1582.22
1986 FIFA World Cup,group stage,1986-06-09,12:00,Soviet Union,Canada,2,0,home team win,1,0,0,1986,386,1606.0,1460.51,1619.29,1447.22
1986 FIFA World Cup,group stage,1986-06-10,12:00,South Korea,Italy,2,3,away team win,0,1,0,1986,387,1451.86,2194.14,1451.28,2194.72
1986 FIFA World Cup,group stage,1986-06-10,12:00,Argentina,Bulgaria,2,0,home team win,1,0,0,1986,388,1887.04,1434.81,1890.07,1431.78
1986 FIFA World Cup,group stage,1986-06-11,16:00,Portugal,Morocco,1,3,away team win,0,1,0,1986,389,1592.5,1489.78,1564.18,1518.1
1986 FIFA World Cup,group stage,1986-06-11,16:00,England,Poland,3,0,home team win,1,0,0,1986,390,1888.2,1668.66,1898.33,1658.53
1986 FIFA World Cup,group stage,1986-06-11,12:00,Iraq,Mexico,0,1,away team win,0,1,0,1986,391,1453.59,1431.77,1431.27,1454.09
1986 FIFA World Cup,group stage,1986-06-11,12:00,Paraguay,Belgium,2,2,draw,0,0,1,1986,392,1510.38,1435.91,1506.16,1440.13
1986 FIFA World Cup,group stage,1986-06-12,12:00,Algeria,Spain,0,3,away team win,0,1,0,1986,393,1537.01,1547.68,1514.72,1569.97
1986 FIFA World Cup,group stage,1986-06-12,12:00,Northern Ireland,Brazil,0,3,away team win,0,1,0,1986,394,1476.31,2176.44,1475.51,2177.24
1986 FIFA World Cup,group stage,1986-06-13,12:00,Denmark,Germany,2,0,home team win,1,0,0,1986,395,1554.01,1838.95,1590.86,1802.1
1986 FIFA World Cup,group stage,1986-06-13,12:00,Scotland,Uruguay,0,0,draw,0,0,1,1986,396,1491.34,1588.43,1496.79,1582.98
1986 FIFA World Cup,round of 16,1986-06-15,12:00,Mexico,Bulgaria,2,0,home team win,1,0,0,1986,397,1454.09,1431.78,1484.04,1401.83
1986 FIFA World Cup,round of 16,1986-06-15,16:00,Soviet Union,Belgium,3,4,away team win,0,1,0,1986,398,1619.29,1440.13,1573.59,1485.83
1986 FIFA World Cup,round of 16,1986-06-16,12:00,Brazil,Poland,4,0,home team win,1,0,0,1986,399,2177.24,1658.53,2180.51,1655.26
1986 FIFA World Cup,round of 16,1986-06-16,16:00,Argentina,Uruguay,1,0,home team win,1,0,0,1986,400,1890.07,1582.98,1899.11,1573.94
1986 FIFA World Cup,round of 16,1986-06-17,12:00,Italy,France,0,2,away team win,0,1,0,1986,401,2194.72,1582.22,2132.55,1644.39
1986 FIFA World Cup,round of 16,1986-06-17,16:00,Morocco,Germany,0,1,away team win,0,1,0,1986,402,1518.1,1802.1,1507.98,1812.22
1986 FIFA World Cup,round of 16,1986-06-18,16:00,Denmark,Spain,1,5,away team win,0,1,0,1986,403,1590.86,1569.97,1554.82,1606.01
1986 FIFA World Cup,round of 16,1986-06-18,12:00,England,Paraguay,3,0,home team win,1,0,0,1986,404,1898.33,1506.16,1904.58,1499.91
1986 FIFA World Cup,quarter-finals,1986-06-21,16:00,Germany,Mexico,0,0,home team win,1,0,0,1986,405,1812.22,1484.04,1824.04,1472.22
1986 FIFA World Cup,quarter-finals,1986-06-21,12:00,Brazil,France,1,1,away team win,0,1,0,1986,406,2180.51,1644.39,2094.44,1730.46
1986 FIFA World Cup,quarter-finals,1986-06-22,12:00,Argentina,England,2,1,home team win,1,0,0,1986,407,1899.11,1904.58,1945.83,1857.86
1986 FIFA World Cup,quarter-finals,1986-06-22,16:00,Spain,Belgium,1,1,away team win,0,1,0,1986,408,1606.01,1485.83,1546.04,1545.8
1986 FIFA World Cup,semi-finals,1986-06-25,12:00,France,Germany,0,2,away team win,0,1,0,1986,409,1730.46,1824.04,1679.24,1875.26
1986 FIFA World Cup,semi-finals,1986-06-25,16:00,Argentina,Belgium,2,0,home team win,1,0,0,1986,410,1945.83,1545.8,1958.46,1533.17
1986 FIFA World Cup,third-place match,1986-06-28,12:00,Belgium,France,2,4,away team win,0,1,0,1986,411,1533.17,1679.24,1519.91,1692.5
1986 FIFA World Cup,final,1986-06-29,12:00,Argentina,Germany,3,2,home team win,1,0,0,1986,412,1958.46,1875.26,2225.41,1833.31
1990 FIFA World Cup,group stage,1990-06-08,18:00,Argentina,Cameroon,0,1,away team win,0,1,0,1990,413,2225.41,1523.88,2184.14,1565.15
1990 FIFA World Cup,group stage,1990-06-09,17:00,Soviet Union,Romania,0,2,away team win,0,1,0,1990,414,1573.59,1472.94,1545.39,1501.14
1990 FIFA World Cup,group stage,1990-06-09,17:00,United Arab Emirates,Colombia,0,2,away team win,0,1,0,1990,415,1500.0,1470.22,1476.12,1494.1
1990 FIFA World Cup,group stage,1990-06-09,21:00,Italy,Austria,1,0,home team win,1,0,0,1990,416,2132.55,1566.9,2134.11,1565.34
1990 FIFA World Cup,group stage,1990-06-10,21:00,Brazil,Sweden,2,1,home team win,1,0,0,1990,417,2094.44,1587.76,2096.6,1585.6
1990 FIFA World Cup,group stage,1990-06-10,21:00,Germany,Yugoslavia,4,1,home team win,1,0,0,1990,418,1833.31,1509.45,1839.48,1503.28
1990 FIFA World Cup,group stage,1990-06-10,17:00,United States,Czechoslovakia,1,5,away team win,0,1,0,1990,419,1428.65,1628.15,1417.09,1639.71
1990 FIFA World Cup,group stage,1990-06-11,21:00,England,Republic of Ireland,1,1,draw,0,0,1,1990,420,1857.86,1500.0,1842.38,1515.48
1990 FIFA World Cup,group stage,1990-06-11,17:00,Costa Rica,Scotland,1,0,home team win,1,0,0,1990,421,1500.0,1496.79,1520.81,1475.98
1990 FIFA World Cup,group stage,1990-06-12,17:00,Belgium,South Korea,2,0,home team win,1,0,0,1990,422,1519.91,1451.28,1537.62,1433.57
1990 FIFA World Cup,group stage,1990-06-12,21:00,Netherlands,Egypt,1,1,draw,0,0,1,1990,423,1554.26,1468.0,1549.39,1472.87
1990 FIFA World Cup,group stage,1990-06-13,17:00,Uruguay,Spain,0,0,draw,0,0,1,1990,424,1573.94,1546.04,1572.34,1547.64
1990 FIFA World Cup,group stage,1990-06-13,21:00,Argentina,Soviet Union,2,0,home team win,1,0,0,1990,425,2184.14,1545.39,2185.23,1544.3
1990 FIFA World Cup,group stage,1990-06-14,17:00,Cameroon,Romania,2,1,home team win,1,0,0,1990,426,1565.15,1501.14,1582.32,1483.97
1990 FIFA World Cup,group stage,1990-06-14,17:00,Yugoslavia,Colombia,1,0,home team win,1,0,0,1990,427,1503.28,1494.1,1523.73,1473.65
1990 FIFA World Cup,group stage,1990-06-14,21:00,Italy,United States,1,0,home team win,1,0,0,1990,428,2134.11,1417.09,2134.78,1416.42
1990 FIFA World Cup,group stage,1990-06-15,17:00,Austria,Czechoslovakia,0,1,away team win,0,1,0,1990,429,1565.34,1639.71,1548.77,1656.28
1990 FIFA World Cup,group stage,1990-06-15,21:00,Germany,United Arab Emirates,5,1,home team win,1,0,0,1990,430,1839.48,1476.12,1844.76,1470.84
1990 FIFA World Cup,group stage,1990-06-16,17:00,Brazil,Costa Rica,1,0,home team win,1,0,0,1990,431,2096.6,1520.81,2098.07,1519.34
1990 FIFA World Cup,group stage,1990-06-16,21:00,Sweden,Scotland,1,2,away team win,0,1,0,1990,432,1585.6,1475.98,1558.19,1503.39
1990 FIFA World Cup,group stage,1990-06-16,21:00,England,Netherlands,0,0,draw,0,0,1,1990,433,1842.38,1549.39,1828.63,1563.14
1990 FIFA World Cup,group stage,1990-06-17,21:00,South Korea,Spain,1,3,away team win,0,1,0,1990,434,1433.57,1547.64,1418.54,1562.67
1990 FIFA World Cup,group stage,1990-06-17,21:00,Belgium,Uruguay,3,1,home team win,1,0,0,1990,435,1537.62,1572.34,1561.81,1548.15
1990 FIFA World Cup,group stage,1990-06-17,17:00,Republic of Ireland,Egypt,0,0,draw,0,0,1,1990,436,1515.48,1472.87,1513.04,1475.31
1990 FIFA World Cup,group stage,1990-06-18,21:00,Argentina,Romania,1,1,draw,0,0,1,1990,437,2185.23,1483.97,2165.92,1503.28
1990 FIFA World Cup,group stage,1990-06-18,21:00,Cameroon,Soviet Union,0,4,away team win,0,1,0,1990,438,1582.32,1544.3,1555.7,1570.92
1990 FIFA World Cup,group stage,1990-06-19,17:00,Germany,Colombia,1,1,draw,0,0,1,1990,439,1844.76,1473.65,1828.98,1489.43
1990 FIFA World Cup,group stage,1990-06-19,17:00,Yugoslavia,United Arab Emirates,4,1,home team win,1,0,0,1990,440,1523.73,1470.84,1543.26,1451.31
1990 FIFA World Cup,group stage,1990-06-19,21:00,Austria,United States,2,1,home team win,1,0,0,1990,441,1548.77,1416.42,1562.14,1403.05
1990 FIFA World Cup,group stage,1990-06-19,21:00,Italy,Czechoslovakia,2,0,home team win,1,0,0,1990,442,2134.78,1656.28,2137.41,1653.65
1990 FIFA World Cup,group stage,1990-06-20,21:00,Brazil,Scotland,1,0,home team win,1,0,0,1990,443,2098.07,1503.39,2099.4,1502.06
1990 FIFA World Cup,group stage,1990-06-20,21:00,Sweden,Costa Rica,1,2,away team win,0,1,0,1990,444,1558.19,1519.34,1534.85,1542.68
1990 FIFA World Cup,group stage,1990-06-21,17:00,Belgium,Spain,1,2,away team win,0,1,0,1990,445,1561.81,1562.67,1540.86,1583.62
1990 FIFA World Cup,group stage,1990-06-21,17:00,South Korea,Uruguay,0,1,away team win,0,1,0,1990,446,1418.54,1548.15,1405.03,1561.66
1990 FIFA World Cup,group stage,1990-06-21,21:00,England,Egypt,1,0,home team win,1,0,0,1990,447,1828.63,1475.31,1833.49,1470.45
1990 FIFA World Cup,group stage,1990-06-21,21:00,Republic of Ireland,Netherlands,1,1,draw,0,0,1,1990,448,1513.04,1563.14,1515.9,1560.28
1990 FIFA World Cup,round of 16,1990-06-23,21:00,Czechoslovakia,Costa Rica,4,1,home team win,1,0,0,1990,449,1653.65,1542.68,1676.45,1519.88
1990 FIFA World Cup,round of 16,1990-06-23,17:00,Cameroon,Colombia,2,1,home team win,1,0,0,1990,450,1555.7,1489.43,1580.86,1464.27
1990 FIFA World Cup,round of 16,1990-06-24,17:00,Brazil,Argentina,0,1,away team win,0,1,0,1990,451,2099.4,2165.92,2074.26,2191.06
1990 FIFA World Cup,round of 16,1990-06-24,21:00,Germany,Netherlands,2,1,home team win,1,0,0,1990,452,1828.98,1560.28,1839.86,1549.4
1990 FIFA World Cup,round of 16,1990-06-25,17:00,Republic of Ireland,Romania,0,0,home team win,1,0,0,1990,453,1515.9,1503.28,1544.81,1474.37
1990 FIFA World Cup,round of 16,1990-06-25,21:00,Italy,Uruguay,2,0,home team win,1,0,0,1990,454,2137.41,1561.66,2139.66,1559.41
1990 FIFA World Cup,round of 16,1990-06-26,17:00,Spain,Yugoslavia,1,2,away team win,0,1,0,1990,455,1583.62,1543.26,1549.03,1577.85
1990 FIFA World Cup,round of 16,1990-06-26,21:00,England,Belgium,1,0,home team win,1,0,0,1990,456,1833.49,1540.86,1843.19,1531.16
1990 FIFA World Cup,quarter-finals,1990-06-30,17:00,Argentina,Yugoslavia,0,0,home team win,1,0,0,1990,457,2191.06,1577.85,2193.62,1575.29
1990 FIFA World Cup,quarter-finals,1990-06-30,21:00,Republic of Ireland,Italy,0,1,away team win,0,1,0,1990,458,1544.81,2139.66,1541.91,2142.56
1990 FIFA World Cup,quarter-finals,1990-07-01,17:00,Czechoslovakia,Germany,0,1,away team win,0,1,0,1990,459,1676.45,1839.86,1650.62,1865.69
1990 FIFA World Cup,quarter-finals,1990-07-01,21:00,Cameroon,England,2,3,away team win,0,1,0,1990,460,1580.86,1843.19,1564.21,1859.84
1990 FIFA World Cup,semi-finals,1990-07-03,20:00,Argentina,Italy,1,1,home team win,1,0,0,1990,461,2193.62,2142.56,2251.27,2084.91
1990 FIFA World Cup,semi-finals,1990-07-04,20:00,Germany,England,1,1,home team win,1,0,0,1990,462,1865.69,1859.84,1932.05,1793.48
1990 FIFA World Cup,third-place match,1990-07-07,20:00,Italy,England,2,1,home team win,1,0,0,1990,463,2084.91,1793.48,2091.52,1786.87
1990 FIFA World Cup,final,1990-07-08,20:00,Germany,Argentina,1,0,home team win,1,0,0,1990,464,1932.05,2251.27,2345.81,2062.51
1994 FIFA World Cup,group stage,1994-06-17,14:00,Germany,Bolivia,1,0,home team win,1,0,0,1994,465,2345.81,1450.12,2346.05,1449.88
1994 FIFA World Cup,group stage,1994-06-17,18:30,Spain,South Korea,2,2,draw,0,0,1,1994,466,1549.03,1405.03,1541.18,1412.88
1994 FIFA World Cup,group stage,1994-06-18,11:30,United States,Switzerland,1,1,draw,0,0,1,1994,467,1403.05,1420.87,1404.07,1419.85
1994 FIFA World Cup,group stage,1994-06-18,16:00,Italy,Republic of Ireland,0,1,away team win,0,1,0,1994,468,2091.52,1541.91,2051.22,1582.21
1994 FIFA World Cup,group stage,1994-06-18,16:30,Colombia,Romania,1,3,away team win,0,1,0,1994,469,1464.27,1474.37,1442.91,1495.73
1994 FIFA World Cup,group stage,1994-06-19,12:30,Belgium,Morocco,1,0,home team win,1,0,0,1994,470,1531.16,1507.98,1550.76,1488.38
1994 FIFA World Cup,group stage,1994-06-19,16:00,Norway,Mexico,1,0,home team win,1,0,0,1994,471,1495.66,1472.22,1515.25,1452.63
1994 FIFA World Cup,group stage,1994-06-19,16:30,Cameroon,Sweden,2,2,draw,0,0,1,1994,472,1564.21,1534.85,1562.52,1536.54
1994 FIFA World Cup,group stage,1994-06-20,13:00,Brazil,Russia,2,0,home team win,1,0,0,1994,473,2074.26,1500.0,2075.82,1498.44
1994 FIFA World Cup,group stage,1994-06-20,19:30,Netherlands,Saudi Arabia,2,1,home team win,1,0,0,1994,474,1549.4,1500.0,1567.43,1481.97
1994 FIFA World Cup,group stage,1994-06-21,12:30,Argentina,Greece,4,0,home team win,1,0,0,1994,475,2062.51,1500.0,2064.32,1498.19
1994 FIFA World Cup,group stage,1994-06-21,15:00,Germany,Spain,1,1,draw,0,0,1,1994,476,2346.05,1541.18,2326.44,1560.79
1994 FIFA World Cup,group stage,1994-06-21,18:30,Nigeria,Bulgaria,3,0,home team win,1,0,0,1994,477,1500.0,1401.83,1516.67,1385.16
1994 FIFA World Cup,group stage,1994-06-22,16:00,Romania,Switzerland,1,4,away team win,0,1,0,1994,478,1495.73,1419.85,1467.79,1447.79
1994 FIFA World Cup,group stage,1994-06-22,16:30,United States,Colombia,2,1,home team win,1,0,0,1994,479,1404.07,1442.91,1427.41,1419.57
1994 FIFA World Cup,group stage,1994-06-23,19:30,South Korea,Bolivia,0,0,draw,0,0,1,1994,480,1412.88,1449.88,1415.0,1447.76
1994 FIFA World Cup,group stage,1994-06-23,16:00,Italy,Norway,1,0,home team win,1,0,0,1994,481,2051.22,1515.25,2053.06,1513.41
1994 FIFA World Cup,group stage,1994-06-24,19:30,Sweden,Russia,3,1,home team win,1,0,0,1994,482,1536.54,1498.44,1556.14,1478.84
1994 FIFA World Cup,group stage,1994-06-24,12:30,Mexico,Republic of Ireland,2,1,home team win,1,0,0,1994,483,1452.63,1582.21,1481.12,1553.72
1994 FIFA World Cup,group stage,1994-06-24,13:00,Brazil,Cameroon,3,0,home team win,1,0,0,1994,484,2075.82,1562.52,2078.1,1560.24
1994 FIFA World Cup,group stage,1994-06-25,12:30,Belgium,Netherlands,1,0,home team win,1,0,0,1994,485,1550.76,1567.43,1572.77,1545.42
1994 FIFA World Cup,group stage,1994-06-25,12:30,Saudi Arabia,Morocco,2,1,home team win,1,0,0,1994,486,1481.97,1488.38,1503.36,1466.99
1994 FIFA World Cup,group stage,1994-06-25,16:00,Argentina,Nigeria,2,1,home team win,1,0,0,1994,487,2064.32,1516.67,2066.04,1514.95
1994 FIFA World Cup,group stage,1994-06-26,11:30,Bulgaria,Greece,4,0,home team win,1,0,0,1994,488,1385.16,1498.19,1416.7,1466.65
1994 FIFA World Cup,group stage,1994-06-26,13:00,Switzerland,Colombia,0,2,away team win,0,1,0,1994,489,1447.79,1419.57,1424.01,1443.35
1994 FIFA World Cup,group stage,1994-06-26,13:00,United States,Romania,0,1,away team win,0,1,0,1994,490,1427.41,1467.79,1408.84,1486.36
1994 FIFA World Cup,group stage,1994-06-27,15:00,Bolivia,Spain,1,3,away team win,0,1,0,1994,491,1447.76,1560.79,1432.67,1575.88
1994 FIFA World Cup,group stage,1994-06-27,15:00,Germany,South Korea,3,2,home team win,1,0,0,1994,492,2326.44,1415.0,2326.66,1414.78
1994 FIFA World Cup,group stage,1994-06-28,12:30,Italy,Mexico,1,1,draw,0,0,1,1994,493,2053.06,1481.12,2034.49,1499.69
1994 FIFA World Cup,group stage,1994-06-28,12:30,Republic of Ireland,Norway,0,0,draw,0,0,1,1994,494,1553.72,1513.41,1551.41,1515.72
1994 FIFA World Cup,group stage,1994-06-28,13:00,Russia,Cameroon,6,1,home team win,1,0,0,1994,495,1478.84,1560.24,1509.59,1529.49
1994 FIFA World Cup,group stage,1994-06-28,16:00,Brazil,Sweden,1,1,draw,0,0,1,1994,496,2078.1,1556.14,2059.99,1574.25
1994 FIFA World Cup,group stage,1994-06-29,12:30,Morocco,Netherlands,1,2,away team win,0,1,0,1994,497,1466.99,1545.42,1450.65,1561.76
1994 FIFA World Cup,group stage,1994-06-29,12:30,Belgium,Saudi Arabia,0,1,away team win,0,1,0,1994,498,1572.77,1503.36,1547.63,1528.5
1994 FIFA World Cup,group stage,1994-06-30,18:30,Argentina,Bulgaria,0,2,away team win,0,1,0,1994,499,2066.04,1416.7,2023.06,1459.68
1994 FIFA World Cup,group stage,1994-06-30,19:30,Greece,Nigeria,0,2,away team win,0,1,0,1994,500,1466.65,1514.95,1447.69,1533.91
1994 FIFA World Cup,round of 16,1994-07-02,12:00,Germany,Belgium,3,2,home team win,1,0,0,1994,501,2326.66,1547.63,2327.35,1546.94
1994 FIFA World Cup,round of 16,1994-07-02,16:30,Spain,Switzerland,3,0,home team win,1,0,0,1994,502,1575.88,1424.01,1595.31,1404.58
1994 FIFA World Cup,round of 16,1994-07-03,12:00,Saudi Arabia,Sweden,1,3,away team win,0,1,0,1994,503,1528.5,1574.25,1500.69,1602.06
1994 FIFA World Cup,round of 16,1994-07-03,13:30,Romania,Argentina,3,2,home team win,1,0,0,1994,504,1486.36,2023.06,1545.66,1963.76
1994 FIFA World Cup,round of 16,1994-07-04,12:00,Netherlands,Republic of Ireland,2,0,home team win,1,0,0,1994,505,1561.76,1551.41,1592.81,1520.36
1994 FIFA World Cup,round of 16,1994-07-04,12:30,Brazil,United States,1,0,home team win,1,0,0,1994,506,2059.99,1408.84,2061.42,1407.41
1994 FIFA World Cup,round of 16,1994-07-05,13:00,Nigeria,Italy,1,2,away team win,0,1,0,1994,507,1533.91,2034.49,1530.62,2037.78
1994 FIFA World Cup,round of 16,1994-07-05,16:30,Mexico,Bulgaria,1,1,away team win,0,1,0,1994,508,1499.69,1459.68,1466.25,1493.12
1994 FIFA World Cup,quarter-finals,1994-07-09,12:00,Italy,Spain,2,1,home team win,1,0,0,1994,509,2037.78,1595.31,2044.46,1588.63
1994 FIFA World Cup,quarter-finals,1994-07-09,14:30,Netherlands,Brazil,2,3,away team win,0,1,0,1994,510,1592.81,2061.42,1587.0,2067.23
1994 FIFA World Cup,quarter-finals,1994-07-10,12:00,Bulgaria,Germany,2,1,home team win,1,0,0,1994,511,1493.12,2327.35,1584.37,2236.1
1994 FIFA World Cup,quarter-finals,1994-07-10,12:30,Romania,Sweden,2,2,away team win,0,1,0,1994,512,1545.66,1602.06,1507.9,1639.82
1994 FIFA World Cup,semi-finals,1994-07-13,16:30,Sweden,Brazil,0,1,away team win,0,1,0,1994,513,1639.82,2067.23,1629.04,2078.01
1994 FIFA World Cup,semi-finals,1994-07-13,16:00,Bulgaria,Italy,1,2,away team win,0,1,0,1994,514,1584.37,2044.46,1575.32,2053.51
1994 FIFA World Cup,third-place match,1994-07-16,12:30,Sweden,Bulgaria,4,0,home team win,1,0,0,1994,515,1629.04,1575.32,1649.36,1555.0
1994 FIFA World Cup,final,1994-07-17,12:30,Brazil,Italy,0,0,home team win,1,0,0,1994,516,2078.01,2053.51,2369.19,1987.33
1998 FIFA World Cup,group stage,1998-06-10,17:30,Brazil,Scotland,2,1,home team win,1,0,0,1998,517,2369.19,1502.06,2369.47,1501.78
1998 FIFA World Cup,group stage,1998-06-10,21:00,Morocco,Norway,2,2,draw,0,0,1,1998,518,1450.65,1515.72,1454.35,1512.02
1998 FIFA World Cup,group stage,1998-06-11,17:30,Italy,Chile,2,2,draw,0,0,1,1998,519,1987.33,1504.55,1969.67,1522.21
1998 FIFA World Cup,group stage,1998-06-11,21:00,Cameroon,Austria,1,1,draw,0,0,1,1998,520,1529.49,1562.14,1531.36,1560.27
1998 FIFA World Cup,group stage,1998-06-12,14:30,Paraguay,Bulgaria,0,0,draw,0,0,1,1998,521,1499.91,1555.0,1503.05,1551.86
1998 FIFA World Cup,group stage,1998-06-12,17:30,Saudi Arabia,Denmark,0,1,away team win,0,1,0,1998,522,1500.69,1554.82,1482.94,1572.57
1998 FIFA World Cup,group stage,1998-06-12,21:00,France,South Africa,3,0,home team win,1,0,0,1998,523,1692.5,1500.0,1703.92,1488.58
1998 FIFA World Cup,group stage,1998-06-13,14:30,Spain,Nigeria,2,3,away team win,0,1,0,1998,524,1588.63,1530.62,1564.16,1555.09
1998 FIFA World Cup,group stage,1998-06-13,17:30,South Korea,Mexico,1,3,away team win,0,1,0,1998,525,1414.78,1466.25,1396.02,1485.01
1998 FIFA World Cup,group stage,1998-06-13,21:00,Netherlands,Belgium,0,0,draw,0,0,1,1998,526,1587.0,1546.94,1584.7,1549.24
1998 FIFA World Cup,group stage,1998-06-14,21:00,Jamaica,Croatia,1,3,away team win,0,1,0,1998,527,1500.0,1500.0,1478.0,1522.0
1998 FIFA World Cup,group stage,1998-06-14,14:30,Argentina,Japan,1,0,home team win,1,0,0,1998,528,1963.76,1500.0,1966.48,1497.28
1998 FIFA World Cup,group stage,1998-06-14,17:30,Yugoslavia,Iran,1,0,home team win,1,0,0,1998,529,1575.29,1461.37,1589.64,1447.02
1998 FIFA World Cup,group stage,1998-06-15,14:30,England,Tunisia,2,0,home team win,1,0,0,1998,530,1786.87,1522.06,1794.74,1514.19
1998 FIFA World Cup,group stage,1998-06-15,17:30,Romania,Colombia,1,0,home team win,1,0,0,1998,531,1507.9,1443.35,1525.04,1426.21
1998 FIFA World Cup,group stage,1998-06-15,21:00,Germany,United States,2,0,home team win,1,0,0,1998,532,2236.1,1407.41,2236.47,1407.04
1998 FIFA World Cup,group stage,1998-06-16,17:30,Scotland,Norway,1,1,draw,0,0,1,1998,533,1501.78,1512.02,1502.37,1511.43
1998 FIFA World Cup,group stage,1998-06-16,21:00,Brazil,Morocco,3,0,home team win,1,0,0,1998,534,2369.47,1454.35,2369.71,1454.11
1998 FIFA World Cup,group stage,1998-06-17,17:30,Chile,Austria,1,1,draw,0,0,1,1998,535,1522.21,1560.27,1524.39,1558.09
1998 FIFA World Cup,group stage,1998-06-17,21:00,Italy,Cameroon,3,0,home team win,1,0,0,1998,536,1969.67,1531.36,1973.09,1527.94
1998 FIFA World Cup,group stage,1998-06-18,17:30,South Africa,Denmark,1,1,draw,0,0,1,1998,537,1488.58,1572.57,1493.32,1567.83
1998 FIFA World Cup,group stage,1998-06-18,21:00,France,Saudi Arabia,4,0,home team win,1,0,0,1998,538,1703.92,1482.94,1714.43,1472.43
1998 FIFA World Cup,group stage,1998-06-19,21:00,Spain,Paraguay,0,0,draw,0,0,1,1998,539,1564.16,1503.05,1560.68,1506.53
1998 FIFA World Cup,group stage,1998-06-19,17:30,Nigeria,Bulgaria,1,0,home team win,1,0,0,1998,540,1555.09,1551.86,1575.89,1531.06
1998 FIFA World Cup,group stage,1998-06-20,17:30,Belgium,Mexico,2,2,draw,0,0,1,1998,541,1549.24,1485.01,1545.58,1488.67
